R_fighter,B_fighter,R_odds,B_odds,date,City,State/Province,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,height_dif,reach_dif,age_dif,Finish2,finish,finish_details,finish_round,finish_round_time
Katlyn Chookagian,Jessica Andrade,130,-159,10/17/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Women's Flyweight,FEMALE,3,Orthodox,154.94,157.48,115,Orthodox,175.26,172.72,125,31,29,-20.32,-15.24,-2,KO/TKO,KO/TKO,Punches,1,4:55
Mateusz Gamrot,Guram Kutateladze,-335,245,10/17/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Lightweight,MALE,3,Orthodox,180.34,182.88,155,Southpaw,177.8,177.8,155,29,28,2.54,5.08,-1,U-DEC,S-DEC,N/A,3,5:00
Said Nurmagomedov,Mark Striegl,-435,317,10/17/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Bantamweight,MALE,3,Southpaw,172.72,177.8,135,Orthodox,172.72,177.8,135,28,32,0,0,4,KO/TKO,KO/TKO,Punches,1,0:51
Thomas Almeida,Jonathan Martinez,-139,110,10/17/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Featherweight,MALE,3,Southpaw,172.72,177.8,145,Southpaw,170.18,177.8,145,29,26,2.54,0,-3,U-DEC,U-DEC,N/A,3,5:00
Ali AlQaisi,Tony Kelley,190,-245,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Bantamweight,MALE,3,Switch,175.26,177.8,135,Orthodox,167.64,172.72,135,30,33,7.62,5.08,3,U-DEC,U-DEC,N/A,3,5:00
Ben Rothwell,Marcin Tybura,-159,130,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Heavyweight,MALE,3,Orthodox,190.5,198.12,249,Orthodox,193.04,198.12,265,38,34,-2.54,0,-4,U-DEC,U-DEC,N/A,3,5:00
Bruno Silva,Tagir Ulanbekov,321,-455,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Flyweight,MALE,3,Orthodox,167.64,167.64,125,Orthodox,162.56,165.1,125,30,30,5.08,2.54,0,U-DEC,U-DEC,N/A,3,5:00
Chris Daukaus,Rodrigo Nascimento,205,-265,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Heavyweight,MALE,3,Orthodox,187.96,203.2,246,Orthodox,190.5,193.04,250,31,27,-2.54,10.16,-4,KO/TKO,KO/TKO,Right straight,1,0:45
Edson Barboza,Makwan Amirkhani,-286,225,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Featherweight,MALE,3,Southpaw,177.8,182.88,145,Orthodox,180.34,190.5,145,34,31,-2.54,-7.62,-3,U-DEC,U-DEC,N/A,3,5:00
Giga Chikadze,Omar Morales,136,-175,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Featherweight,MALE,3,Orthodox,180.34,185.42,145,Orthodox,182.88,187.96,145,32,34,-2.54,-2.54,2,U-DEC,U-DEC,N/A,3,5:00
Impa Kasanganay,Joaquin Buckley,-265,200,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,Southpaw,177.8,193.04,185,Orthodox,180.34,190.5,185,26,26,-2.54,2.54,0,KO/TKO,KO/TKO,Spinning back kick,2,2:03
Markus Perez,Dricus Du Plessis,133,-167,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,Orthodox,182.88,182.88,185,Orthodox,185.42,185.42,185,32,26,-2.54,-2.54,-6,KO/TKO,KO/TKO,Left hook and punches,1,3:22
Marlon Moraes,Cory Sandhagen,115,-141,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Bantamweight,MALE,5,Switch,180.34,177.8,135,Orthodox,167.64,170.18,135,32,28,12.7,7.62,-4,KO/TKO,KO/TKO,Spinning wheel kick,2,1:03
Tom Aspinall,Alan Baudot,-560,400,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Heavyweight,MALE,3,Orthodox,190.5,190.5,205,Orthodox,195.58,198.12,256,27,30,-5.08,-7.62,3,KO/TKO,KO/TKO,Ground and pound,1,0:35
Tom Breese,KB Bhullar,-275,210,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Middleweight,MALE,3,Orthodox,193.04,193.04,185,Southpaw,190.5,185.42,185,29,28,2.54,7.62,-1,KO/TKO,KO/TKO,Punches,1,1:42
Tracy Cortez,Stephanie Egger,-205,160,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,170.18,170.18,135,Orthodox,165.1,165.1,135,26,32,5.08,5.08,6,U-DEC,U-DEC,N/A,3,5:00
Youssef Zalal,Ilia Topuria,-162,130,10/10/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Featherweight,MALE,3,Orthodox,170.18,170.18,145,Switch,177.8,182.88,145,24,23,-7.62,-12.7,-1,U-DEC,U-DEC,N/A,3,5:00
Carlos Condit,Court McGee,111,-137,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Welterweight,MALE,3,Orthodox,180.34,190.5,170,Orthodox,187.96,190.5,170,36,35,-7.62,0,-1,U-DEC,U-DEC,N/A,3,5:00
Casey Kenney,Heili Alateng,-335,246,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Bantamweight,MALE,3,Orthodox,165.1,167.64,135,Southpaw,170.18,172.72,135,29,28,-5.08,-5.08,-1,U-DEC,U-DEC,N/A,3,5:00
Dequan Townsend,Dusko Todorovic,245,-335,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,Orthodox,185.42,187.96,185,Orthodox,190.5,200.66,205,34,26,-5.08,-12.7,-8,KO/TKO,KO/TKO,Punches,2,3:15
Germaine de Randamie,Julianna Pena,-150,122,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,167.64,175.26,135,Orthodox,175.26,180.34,135,36,31,-7.62,-5.08,-5,SUB,SUB,Guillotine choke,3,3:25
Holly Holm,Irene Aldana,-125,103,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,5,Orthodox,175.26,172.72,135,Southpaw,172.72,175.26,135,38,32,2.54,-2.54,-6,U-DEC,U-DEC,N/A,3,5:00
Jordan Williams,Nassourdine Imavov,-125,105,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,Orthodox,190.5,190.5,185,Southpaw,185.42,190.5,185,29,25,5.08,0,-4,U-DEC,U-DEC,N/A,3,5:00
Kyler Phillips,Cameron Else,-480,342,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Bantamweight,MALE,3,Switch,175.26,180.34,135,Orthodox,172.72,182.88,135,25,33,2.54,-2.54,8,KO/TKO,KO/TKO,Strikes,2,0:44
Loma Lookboonmee,Jinh Yu Frey,-150,120,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Women's Strawweight,FEMALE,3,Southpaw,160.02,165.1,115,Orthodox,154.94,154.94,115,24,35,5.08,10.16,11,U-DEC,U-DEC,N/A,3,5:00
Luigi Vendramini,Jessin Ayari,-109,-114,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Lightweight,MALE,3,Orthodox,182.88,185.42,155,Orthodox,172.72,185.42,170,24,28,10.16,0,4,KO/TKO,KO/TKO,Punches,1,1:12
Yorgan De Castro,Carlos Felipe,-265,205,10/3/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Heavyweight,MALE,3,Orthodox,182.88,190.5,245,Orthodox,182.88,187.96,250,33,25,0,2.54,-8,U-DEC,U-DEC,N/A,3,5:00
Brad Riddell,Alex Da Silva,-335,253,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Lightweight,MALE,3,Orthodox,172.72,185.42,155,Orthodox,170.18,180.34,155,28,24,2.54,5.08,-4,U-DEC,U-DEC,N/A,3,5:00
Diego Sanchez,Jake Matthews,470,-715,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Welterweight,MALE,3,Orthodox,180.34,185.42,170,Southpaw,177.8,182.88,170,38,26,2.54,2.54,-12,U-DEC,U-DEC,N/A,3,5:00
Dominick Reyes,Jan Blachowicz,-265,215,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,TRUE,Light Heavyweight,MALE,5,Orthodox,187.96,198.12,205,Southpaw,193.04,195.58,205,30,37,-5.08,2.54,7,KO/TKO,KO/TKO,Strikes,2,4:36
Hakeem Dawodu,Zubaira Tukhugov,115,-143,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Featherweight,MALE,3,Orthodox,172.72,172.72,145,Orthodox,172.72,185.42,145,29,29,0,-12.7,0,S-DEC,S-DEC,N/A,3,5:00
Israel Adesanya,Paulo Costa,-186,151,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,TRUE,Middleweight,MALE,5,Orthodox,185.42,182.88,185,Switch,193.04,203.2,185,31,29,-7.62,-20.32,-2,KO/TKO,KO/TKO,Ground and pound,2,3:59
Juan Espino,Jeff Hughes,-305,233,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Heavyweight,MALE,3,Orthodox,187.96,195.58,250,Orthodox,193.04,208.28,250,39,32,-5.08,-12.7,-7,SUB,SUB,Arm triangle,1,3:48
Kai Kara-France,Brandon Royval,-240,188,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Flyweight,MALE,3,Southpaw,175.26,172.72,125,Orthodox,162.56,175.26,125,27,28,12.7,-2.54,1,SUB,SUB,Guillotine,2,0:48
Ketlen Vieira,Sijara Eubanks,-190,150,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,162.56,170.18,135,Orthodox,172.72,172.72,135,29,35,-10.16,-2.54,6,U-DEC,U-DEC,N/A,3,5:00
Khadis Ibragimov,Danilo Marques,-182,150,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Light Heavyweight,MALE,3,Orthodox,198.12,198.12,205,Orthodox,190.5,198.12,205,25,34,7.62,0,9,U-DEC,U-DEC,N/A,3,5:00
Shane Young,Ludovit Klein,108,-129,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Blue,FALSE,Featherweight,MALE,3,Southpaw,172.72,172.72,155,Orthodox,172.72,182.88,145,27,25,0,-10.16,-2,KO/TKO,KO/TKO,Head kick and punches,1,1:16
William Knight,Aleksa Camur,134,-167,9/26/2020,Abu Dhabi,Abu Dhabi,United Arab Emirates,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,185.42,187.96,205,Orthodox,177.8,185.42,205,32,25,7.62,2.54,-7,U-DEC,U-DEC,N/A,3,5:00
Andre Ewell,Irwin Rivera,-240,187,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Bantamweight,MALE,3,Southpaw,167.64,170.18,135,Southpaw,172.72,190.5,135,32,31,-5.08,-20.32,-1,S-DEC,S-DEC,N/A,3,5:00
Colby Covington,Tyron Woodley,-335,260,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Welterweight,MALE,5,Orthodox,175.26,187.96,170,Orthodox,180.34,182.88,170,32,38,-5.08,5.08,6,KO/TKO,KO/TKO,Punches,5,1:19
Darrick Minner,TJ Laramie,245,-335,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Featherweight,MALE,3,Orthodox,167.64,167.64,145,Orthodox,170.18,175.26,145,30,22,-2.54,-7.62,-8,SUB,SUB,Guillotine choke,1,0:52
Jessica-Rose Clark,Sarah Alpar,-230,180,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Bantamweight,FEMALE,3,Southpaw,162.56,162.56,135,Orthodox,165.1,162.56,125,32,29,-2.54,0,-3,KO/TKO,KO/TKO,Knees,3,4:21
Johnny Walker,Ryan Spann,-125,100,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,195.58,200.66,205,Orthodox,198.12,208.28,205,28,29,-2.54,-7.62,1,KO/TKO,KO/TKO,Strikes,1,2:43
Jordan Espinosa,David Dvorak,-112,-112,9/19/2020,Las Vegas,Nevada,USA,Blue,FALSE,Flyweight,MALE,3,Orthodox,165.1,172.72,125,Orthodox,167.64,175.26,125,30,28,-2.54,-2.54,-2,U-DEC,U-DEC,N/A,3,5:00
Journey Newson,Randy Costa,-137,110,9/19/2020,Las Vegas,Nevada,USA,Blue,FALSE,Bantamweight,MALE,3,Switch,175.26,185.42,135,Orthodox,165.1,170.18,135,31,26,10.16,15.24,-5,KO/TKO,KO/TKO,Head kick,1,0:41
Kevin Holland,Darren Stewart,-265,205,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Middleweight,MALE,3,Orthodox,182.88,187.96,185,Orthodox,190.5,205.74,170,27,29,-7.62,-17.78,2,S-DEC,S-DEC,N/A,3,5:00
Khamzat Chimaev,Gerald Meerschaert,-400,300,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Middleweight,MALE,3,Southpaw,185.42,195.58,185,Orthodox,187.96,190.5,170,26,32,-2.54,5.08,6,KO/TKO,KO/TKO,Punches,1,0:17
Mackenzie Dern,Randa Markos,-177,140,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,162.56,160.02,115,Orthodox,162.56,160.02,115,27,35,0,0,8,SUB,SUB,Armbar,1,3:44
Mayra Bueno Silva,Mara Romero Borella,-275,210,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Flyweight,FEMALE,3,Orthodox,167.64,175.26,125,Orthodox,167.64,167.64,135,29,34,0,7.62,5,SUB,SUB,Armbar,1,2:29
Mirsad Bektic,Damon Jackson,-375,277,9/19/2020,Las Vegas,Nevada,USA,Blue,FALSE,Featherweight,MALE,3,Switch,180.34,180.34,145,Orthodox,172.72,177.8,145,29,32,7.62,2.54,3,SUB,SUB,Guillotine choke,2,1:21
Tyson Nam,Jerome Rivera,-190,150,9/19/2020,Las Vegas,Nevada,USA,Red,FALSE,Bantamweight,MALE,3,Southpaw,177.8,182.88,135,Orthodox,170.18,172.72,125,36,25,7.62,10.16,-11,KO/TKO,KO/TKO,Right hook and ground and pound,2,0:34
Alexander Romanov,Roque Martinez,-360,275,9/12/2020,Las Vegas,Nevada,USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,177.8,177.8,250,Southpaw,187.96,190.5,262,29,34,-10.16,-12.7,5,SUB,SUB,Arm triangle ,2,4:22
Billy Quarantillo,Kyle Nelson,-250,195,9/12/2020,Las Vegas,Nevada,USA,Red,FALSE,Featherweight,MALE,3,Switch,180.34,180.34,155,Orthodox,177.8,177.8,145,31,29,2.54,2.54,-2,KO/TKO,KO/TKO,Right straight,3,0:07
Bobby Green,Alan Patrick,-295,227,9/12/2020,Las Vegas,Nevada,USA,Red,FALSE,Lightweight,MALE,3,Southpaw,180.34,187.96,155,Orthodox,177.8,180.34,155,34,37,2.54,7.62,3,U-DEC,U-DEC,N/A,3,5:00
Brok Weaver,Jalin Turner,306,-420,9/12/2020,Las Vegas,Nevada,USA,Blue,FALSE,Catch Weight,MALE,3,Southpaw,190.5,195.58,155,Southpaw,182.88,185.42,155,28,25,7.62,10.16,-3,SUB,SUB,Rear naked choke,2,4:20
Bryan Barberena,Anthony Ivy,-278,215,9/12/2020,Las Vegas,Nevada,USA,Red,FALSE,Welterweight,MALE,3,Orthodox,187.96,187.96,185,Southpaw,182.88,182.88,170,31,30,5.08,5.08,-1,U-DEC,U-DEC,N/A,3,5:00
Ed Herman,Mike Rodriguez,195,-250,9/12/2020,Las Vegas,Nevada,USA,Red,FALSE,Light Heavyweight,MALE,3,Southpaw,193.04,208.28,205,Orthodox,185.42,195.58,205,39,31,7.62,12.7,-8,SUB,SUB,Kimura,3,4:01
Julia Avila,Sijara Eubanks,-305,230,9/12/2020,Las Vegas,Nevada,USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,162.56,170.18,135,Orthodox,170.18,172.72,135,32,35,-7.62,-2.54,3,U-DEC,U-DEC,N/A,3,5:00
Michelle Waterson,Angela Hill,105,-125,9/12/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Strawweight,FEMALE,5,Orthodox,160.02,162.56,115,Orthodox,160.02,157.48,115,34,35,0,5.08,1,S-DEC,S-DEC,N/A,3,5:00
Ottman Azaitar,Khama Worthy,110,-137,9/12/2020,Las Vegas,Nevada,USA,Red,FALSE,Lightweight,MALE,3,Orthodox,180.34,187.96,155,Switch,172.72,180.34,155,30,33,7.62,7.62,3,KO/TKO,KO/TKO,Punches,1,1:33
Roosevelt Roberts,Kevin Croom,-385,286,9/12/2020,Las Vegas,Nevada,USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,180.34,185.42,155,Orthodox,187.96,185.42,155,26,33,-7.62,0,7,SUB,SUB,Guillotine choke,1,0:31
Roxanne Modafferi,Andrea Lee,240,-335,9/12/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Flyweight,FEMALE,3,Orthodox,167.64,175.26,125,Orthodox,170.18,175.26,125,37,31,-2.54,0,-6,U-DEC,U-DEC,N/A,3,5:00
Sabina Mazo,Justine Kish,-265,200,9/12/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Flyweight,FEMALE,3,Orthodox,165.1,162.56,125,Orthodox,170.18,177.8,125,23,32,-5.08,-15.24,9,SUB,SUB,Rear naked choke,3,3:57
Alistair Overeem,Augusto Sakai,-159,130,9/5/2020,Las Vegas,Nevada,USA,Red,FALSE,Heavyweight,MALE,5,Orthodox,190.5,195.58,265,Orthodox,193.04,203.2,265,40,29,-2.54,-7.62,-11,KO/TKO,KO/TKO,Ground and pound,5,0:26
Andre Muniz,Bartosz Fabinski,132,-165,9/5/2020,Las Vegas,Nevada,USA,Red,FALSE,Middleweight,MALE,3,Orthodox,182.88,190.5,170,Southpaw,185.42,198.12,185,30,34,-2.54,-7.62,4,SUB,SUB,Armbar,1,2:42
Brian Kelleher,Ray Rodriguez,-380,315,9/5/2020,Las Vegas,Nevada,USA,Red,FALSE,Featherweight,MALE,3,Orthodox,170.18,180.34,135,Switch,167.64,167.64,145,34,32,2.54,12.7,-2,SUB,SUB,Guillotine choke,1,0:39
Cole Smith,Hunter Azure,185,-235,9/5/2020,Las Vegas,Nevada,USA,Blue,FALSE,Bantamweight,MALE,3,Orthodox,172.72,175.26,145,Orthodox,180.34,170.18,135,31,28,-7.62,5.08,-3,U-DEC,U-DEC,N/A,3,5:00
Michel Pereira,Zelim Imadaev,-112,-112,9/5/2020,Las Vegas,Nevada,USA,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,193.04,170,Orthodox,185.42,185.42,170,26,25,-2.54,7.62,-1,SUB,SUB,Rear naked choke,3,4:39
Ovince Saint Preux,Alonzo Menifield,110,-134,9/5/2020,Las Vegas,Nevada,USA,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,182.88,193.04,205,Southpaw,190.5,203.2,205,37,32,-7.62,-10.16,-5,KO/TKO,KO/TKO,Punches,2,3:07
Viviane Araujo,Montana De La Rosa,-182,145,9/5/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Flyweight,FEMALE,3,Orthodox,170.18,172.72,125,Orthodox,162.56,172.72,125,33,25,7.62,0,-8,U-DEC,U-DEC,N/A,3,5:00
Alessio Di Chirico,Zak Cummings,-114,-109,8/29/2020,Las Vegas,Nevada,USA,Blue,FALSE,Middleweight,MALE,3,Southpaw,182.88,190.5,185,Orthodox,182.88,187.96,185,30,36,0,2.54,6,U-DEC,U-DEC,N/A,3,5:00
Alex Caceres,Austin Springer,-225,176,8/29/2020,Las Vegas,Nevada,USA,Red,FALSE,Featherweight,MALE,3,Orthodox,172.72,180.34,145,Southpaw,177.8,185.42,145,32,33,-5.08,-5.08,1,SUB,SUB,Rear naked choke,1,3:38
Anthony Smith,Aleksandar Rakic,225,-278,8/29/2020,Las Vegas,Nevada,USA,Blue,FALSE,Light Heavyweight,MALE,3,Orthodox,193.04,198.12,205,Orthodox,193.04,193.04,205,32,28,0,5.08,-4,U-DEC,U-DEC,N/A,3,5:00
Ji Yeon Kim,Alexa Grasso,230,-315,8/29/2020,Las Vegas,Nevada,USA,Blue,FALSE,Women's Flyweight,FEMALE,3,Orthodox,165.1,167.64,115,Orthodox,170.18,182.88,125,30,27,-5.08,-15.24,-3,U-DEC,U-DEC,N/A,3,5:00
Maki Pitolo,Impa Kasanganay,115,-139,8/29/2020,Las Vegas,Nevada,USA,Blue,FALSE,Middleweight,MALE,3,Orthodox,180.34,190.5,185,Orthodox,177.8,190.5,185,29,26,2.54,0,-3,U-DEC,U-DEC,N/A,3,5:00
Mallory Martin,Hannah Cifers,-315,239,8/29/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,154.94,157.48,115,Orthodox,162.56,160.02,115,26,28,-7.62,-2.54,2,SUB,SUB,Rear naked choke,2,1:33
Polyana Viana,Emily Whitmire,110,-139,8/29/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,165.1,160.02,115,Orthodox,165.1,170.18,115,28,29,0,-10.16,1,SUB,SUB,Armbar,1,1:53
Ricardo Lamas,Bill Algeo,-335,240,8/29/2020,Las Vegas,Nevada,USA,Red,FALSE,Featherweight,MALE,3,Switch,182.88,185.42,145,Orthodox,172.72,180.34,145,38,31,10.16,5.08,-7,U-DEC,U-DEC,N/A,3,5:00
Robbie Lawler,Neil Magny,200,-250,8/29/2020,Las Vegas,Nevada,USA,Blue,FALSE,Welterweight,MALE,3,Orthodox,190.5,203.2,170,Southpaw,180.34,187.96,170,38,33,10.16,15.24,-5,U-DEC,U-DEC,N/A,3,5:00
Sean Brady,Christian Aguilera,-455,330,8/29/2020,Las Vegas,Nevada,USA,Red,FALSE,Welterweight,MALE,3,Switch,175.26,182.88,170,Orthodox,177.8,182.88,170,27,28,-2.54,0,1,SUB,SUB,Guillotine Choke,2,1:47
Amanda Lemos,Mizuki Inoue,110,-137,8/22/2020,Las Vegas,Nevada,USA,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,160.02,165.1,125,Southpaw,162.56,165.1,135,33,26,-2.54,0,-7,U-DEC,U-DEC,N/A,5,5:00
Austin Hubbard,Joe Solecki,-112,-112,8/22/2020,Las Vegas,Nevada,USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,175.26,177.8,155,Orthodox,177.8,180.34,155,28,26,-2.54,-2.54,-2,SUB,SUB,Rear naked choke,1,3:51
Carlton Minus,Matthew Semelsberger,-118,-106,8/22/2020,Las Vegas,Nevada,USA,Blue,FALSE,Welterweight,MALE,3,Orthodox,185.42,185.42,170,Orthodox,177.8,187.96,170,27,27,7.62,-2.54,0,U-DEC,U-DEC,N/A,3,5:00
Daniel Rodriguez,Dwight Grant,-230,180,8/22/2020,Las Vegas,Nevada,USA,Red,FALSE,Welterweight,MALE,3,Switch,185.42,193.04,170,Southpaw,185.42,187.96,170,33,35,0,5.08,2,KO/TKO,KO/TKO,Punches,1,2:24
Ike Villanueva,Jordan Wright,104,-129,8/22/2020,Las Vegas,Nevada,USA,Blue,FALSE,Light Heavyweight,MALE,3,Orthodox,187.96,195.58,205,Orthodox,185.42,185.42,225,36,28,2.54,10.16,-8,KO/TKO,KO/TKO,Doctor stoppage,1,1:31
Marcin Prachnio,Mike Rodriguez,188,-240,8/22/2020,Las Vegas,Nevada,USA,Blue,FALSE,Light Heavyweight,MALE,3,Southpaw,193.04,208.28,205,Orthodox,190.5,187.96,205,32,31,2.54,20.32,-1,KO/TKO,KO/TKO,Elbows,1,2:17
Mariya Agapova,Shana Dobson,-1430,750,8/22/2020,Las Vegas,Nevada,USA,Blue,FALSE,Women's Flyweight,FEMALE,3,Orthodox,167.64,175.26,125,Southpaw,167.64,172.72,125,23,31,0,2.54,8,KO/TKO,KO/TKO,Punches,2,1:38
Pedro Munhoz,Frankie Edgar,-278,225,8/22/2020,Las Vegas,Nevada,USA,Blue,FALSE,Bantamweight,MALE,5,Orthodox,167.64,172.72,135,Orthodox,167.64,165.1,135,33,38,0,7.62,5,S-DEC,S-DEC,N/A,3,5:00
Timur Valiev,Trevin Jones,-560,387,8/22/2020,Las Vegas,Nevada,USA,Blue,FALSE,Catch Weight,MALE,3,Southpaw,170.18,177.8,140,Orthodox,167.64,170.18,145,30,30,2.54,7.62,0,KO/TKO,KO/TKO,Right hook and ground and pound,2,1:59
Ashley Yoder,Livinha Souza,130,-162,8/15/2020,Las Vegas,Nevada,USA,Blue,FALSE,Women's Strawweight,FEMALE,3,Orthodox,160.02,160.02,115,Southpaw,170.18,175.26,115,32,29,-10.16,-15.24,-3,U-DEC,U-DEC,N/A,3,5:00
Chris Daukaus,Parker Porter,-106,-118,8/15/2020,Las Vegas,Nevada,USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,172,172,260,Orthodox,187.96,187.96,256,30,30,-187.96,-187.96,0,KO/TKO,KO/TKO,Punches and knees,1,4:28
Felice Herrig,Virna Jandiroba,240,-315,8/15/2020,Las Vegas,Nevada,USA,Blue,FALSE,Women's Strawweight,FEMALE,3,Orthodox,160.02,162.56,115,Orthodox,162.56,165.1,115,35,32,-2.54,-2.54,-3,SUB,SUB,Armbar,1,1:44
Herbert Burns,Daniel Pineda,-286,225,8/15/2020,Las Vegas,Nevada,USA,Blue,FALSE,Featherweight,MALE,3,Orthodox,170.18,177.8,145,Orthodox,175.26,185.42,145,32,35,-5.08,-7.62,3,KO/TKO,KO/TKO,Punches and elbows,2,4:37
Jim Miller,Vinc Pichel,100,-124,8/15/2020,Las Vegas,Nevada,USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,177.8,182.88,155,Southpaw,172.72,180.34,155,36,37,5.08,2.54,1,U-DEC,U-DEC,N/A,3,5:00
John Dodson,Merab Dvalishvili,188,-240,8/15/2020,Las Vegas,Nevada,USA,Blue,FALSE,Bantamweight,MALE,3,Orthodox,167.64,172.72,135,Orthodox,160.02,167.64,135,35,29,7.62,5.08,-6,U-DEC,U-DEC,N/A,3,5:00
Junior Dos Santos,Jairzinho Rozenstruik,115,-143,8/15/2020,Las Vegas,Nevada,USA,Blue,FALSE,Heavyweight,MALE,3,Orthodox,193.04,198.12,242,Orthodox,193.04,195.58,238,36,32,0,2.54,-4,KO/TKO,KO/TKO,Punches,2,3:47
Sean O'Malley,Marlon Vera,-305,240,8/15/2020,Las Vegas,Nevada,USA,Blue,FALSE,Bantamweight,MALE,3,Switch,172.72,177.8,145,Switch,180.34,182.88,135,25,27,-7.62,-5.08,2,KO/TKO,KO/TKO,Punches,1,4:40
